id,sentiment,text
12732,Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
12733,Neutral,Rubio wants to repeal #DoddFrank #GOPDebates
12734,Neutral,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
12735,Negative,"If the moderators followed up every lip service rant with ""ok, how?"" this debate would reveal everything you need to know. #GOPDebates"
12736,Negative,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates
12737,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12738,Neutral,RT @KatMurti: Someone should send them this link: http://t.co/bGOf3gKp5L #Cato2016 #GOPdebates https://t.co/zrKV1tsjNV
12739,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
12740,Positive,BWAHAHA!! Love this #tweet! #GOPDebate #GOPDebates  https://t.co/NZiNvXFDCD
12741,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12742,Negative,Have they only asked #TedCruz two questions? #GOPDebates
12743,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12744,Negative,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates
12745,Positive,"I'm about as Bernie Sanders as they come, but my god, HOW is Marco Rubio not ahead of his race by 40+ points? #GOPDebates"
12746,Negative,The GOP not supporting the Iran deal is scary...and they are spreading misinformation; just lets us know they want a war. #GOPDebates
12747,Neutral,LOL they're clapping for Carly. I think she won this debate too. #GOPDebates
12748,Negative,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12749,Neutral,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
12750,Negative,RT @averykayla: At what point am I suppose to stop laughing and start crying? #GOPDebates #DebateWIthBernie
12751,Negative,This debate reminds me how much I'm gonna miss #JonStewart #GOPDebates #GOPDebate #TheDailyShow @jonstewartbooks
12752,Negative,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12753,Negative,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12754,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12755,Neutral,If Fox News had any sense they'd ask the candidates what they thought about Dirty Sprite 2 #GOPDebates #FutureHive
12756,Negative,"RT @TeaPainUSA: While Ted Cruz is speaking, all over America parents are tryin' to convince their 5 year olds that vampires aren't real. #G…"
12757,Neutral,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
12758,Neutral,Marco Rubio was like Yes!! Finally lol #GOPDebates
12759,Negative,"RT @tmetz1226: Everyone in my stream is watching this #GOPDebates show, which has to mean FOX is going to cancel it soon."
12760,Neutral,@SBNLukeThomas I didn't know the #GOPDebates HAD PRELIMS!?
12761,Negative,RT @ken2ts: Huckabee is the devil. #GOPDebates
12762,Negative,"RT @SupermanHotMale: Hey Mike Huckabee, Leave Prostitutes alone, you are one also... #GopDebates"
12763,Negative,#GOPDEBATES Are they going to allow Toby...I mean Ben to speak again?
12764,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12765,Negative,They better turn up the lights because there's an awful lot of shade being thrown on this stage. #GOPDebates #Republicandebate
12766,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12767,Negative,"Sure, Marco Rubio, let's give ALL businesses more tax breaks.  Put more stress on the backs of the middle class and the poor.  #GOPDebates"
12768,Positive,@marcorubio seems to hav his stuff together. Wish he was getting more time. #GOPdebates
12769,Negative,There's a LOT of make-up on that stage... #GOPDebates
12770,Negative,"No substance in this debate, just Trump entertaining #GOPDebates"
12771,Neutral,RT @Serena_Diva: You wanna tax pimps?! #BNRDebates #GopDebate #GopDebates #debate http://t.co/K5rvFB2vbZ
12772,Negative,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12773,Negative,At what point am I suppose to stop laughing and start crying? #GOPDebates #DebateWIthBernie
12774,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12775,Negative,Rick Perry just won this debate. #lowstandards #GOPdebates
12776,Neutral,sky news on youtube! #GOPDebates
12777,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12778,Neutral,Ben Carson asked to comment on Lenny Kravitz wardrobe malfunction #GOPDebates
12779,Negative,This is the lamest 10 man cage match in WWE history! #GOPDebates
12780,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12781,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
12782,Negative,#BNRDebates #GOPDebates Is Mike Huckabee about to tax prostitution???
12783,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12784,Negative,RT @jesslstoner: KASICH'S DAD WAS A MAILMAN BUT HE HATES UNIONS. Which have protected letter carriers for decades. #gopdebates
12785,Negative,Rubio can hardly keep to the script...#GOPDebates
12786,Negative,RT @goodmanhere2: He was almost to Bitches &amp; hoes. #GOPDebates
12787,Negative,Trump sure does have a way of turning the question round @ChrisChristie @realDonaldTrump #GOPDebates #FOXNEWSDEBATE
12788,Neutral,@ScottWalker Read your tweets. Let Americans choose whether they want #Obamacare We all need medical insurance. #GOPDebates
12789,Negative,Donald Trump is starting to remind me of this guy. #GOPDebate #GOPDebates http://t.co/qoFPMIhaye
12790,Negative,RT @MayflowerBetty: Damn freeloading pimps! #GOPDebates
12791,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12792,Negative,#GOPDebates Suddenly #Trump is worth over $10 billion today....suddenly up from only $9 ???
12793,Negative,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12794,Negative,"#GOPDebates #MikeWallace, as a moderator, you are supposed to be impartial and not air your personal contempt for #DonaldTrump. @megynkelly"
12795,Neutral,"Pimps, prostitutes, and strippers need to pay taxes. #GOPDebate #GOPDebates #"
12796,Negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
12797,Negative,RT @KatMurti: Someone should send them this link: http://t.co/bGOf3gKp5L #Cato2016 #GOPdebates https://t.co/zrKV1tsjNV
12798,Neutral,I can't stop looking at Marco Rubio's ears. #GOPDebates
12799,Negative,"RT @nonsequiteuse: If you don't want alcohol poisoning from the #GOPDebates, play #YouHateIDonate instead. Pick a cause &amp; when the GOP hate…"
12800,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12801,Negative,@realDonaldTrump - keep giving him the mike 💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨and he may blow himself right off the stage... #GOPDebates 👀
12802,Neutral,RT @goodmanhere2: He was almost to Bitches &amp; hoes. #GOPDebates
12803,Positive,Chris wallace looking at the camera after Trumps turn lol #GOPDebates #FoxDebate
12804,Negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
12805,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12806,Neutral,"#GOPDebates why do they say 'America' it not the country it's the continent, US is the country"
12807,Negative,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
12808,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12809,Negative,I think Rubio is putting us all in a trance with his calm voice and his weird actually answering questions. #GOPDebates
12810,Neutral,@marcorubio's ears are freakishly huge. #GOPDebates
12811,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12812,Negative,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
12813,Negative,"RT @msgoddessrises: ""I have never gone bankrupt"" WTF???? ""Read My Lips! #GOPDebates #Trump"
12814,Neutral,Finally home so that I can watch the #GOPDebates
12815,Negative,You screwed Atlantic City more ways than the Kama Sutra with Trump Taj Mahal. #GOPDebates
12816,Negative,Want to help small businesses Rubio? Protect them from greedy landlords and unfair rent practices.  #GOPDebates
12817,Positive,@realDonaldTrump @FoxNews His new name is the #TeflonDon.  Nothing Fox throws at him will stick! #GOPDebates @megynkelly @BretBaier
12818,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12819,Negative,If you want the Democrats to win the 2016 Presidential election you should give all the money you can to Donald Trump. #GOPdebates
12820,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12821,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12822,Negative,RT @SupermanHotMale: And with his brother ran the economy of the United States into the ground #Jebby #GopDebates http://t.co/VI9yjYrst8
12823,Negative,"""I'm a straight up dickhead who screws over all people!"" @realDonaldTrump #GOPDebates"
12824,Neutral,*Roots for small businesses* *Campaign is almost completely funded through large corporations* #GOPDebates
12825,Positive,Rubio is killing it tonight. #GOPDebates
12826,Negative,@realDonaldTrump The U.S. Can't afford to file bankruptcy. #GOPDebates #StandWithRand
12827,Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
12828,Neutral,RT @KatMurti: Someone should send them this link: http://t.co/bGOf3gKp5L #Cato2016 #GOPdebates https://t.co/zrKV1tsjNV
12829,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
12830,Negative,"Trump: Banks aren't babies. They are killers. Hell yes I got away from bad deals, and I can make the USA a scofflaw too! #GOPdebates"
12831,Positive,THAT was the Trump I was expecting.  #Delivered    #GOPDebates
12832,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12833,Negative,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12834,Negative,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12835,Negative,"RT @jordanajason: The only thing ""illegals and prostitutes"" have in common is that their both better than u Mike Huckabee #GOPDebates"
12836,Negative,Dumbo is on stage. *these views do not reflect the views of Walt Disney. Mostly because they're not racist enough #GOPDebates #RubiosEars
12837,Neutral,"RT @tinapayson: #TedCruz Looks like a character from #StarTrek. “I will always tell the truth”….
#GOPDebates"
12838,Negative,I'm not going to watch the #GOPDebates . I'd rather read tweets from @pattonoswalt &amp; @ChrisFranjola More entertaining &amp; informative.
12839,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12840,Neutral,"Done watching the #GOPDebates because I know I'll hear all the good parts on @bobbybonesshow tomorrow
@mrBobbyBones #dontletmedown"
12841,Negative,"""Please don't ask me about The Jews""
-Marco Rubio's inner voice 
#GOPDebates"
12842,Negative,Rubio thinks international trade began 5 years ago. East India company started on Facebook. #GOPdebates
12843,Negative,Chris Wallace = poor moderator #layofftrump #GOPDebates
12844,Positive,"I gotta hand it to him, @marcorubio looks very well hydrated tonight. #GOPDebates"
12845,Negative,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates
12846,Negative,RT @MaryFolley: Huckabee tax plan gonna make it hard out here for the pimps. And the hos. And the drug dealers. #GOPDebates
12847,Positive,Marco Rubio is the only one on stage who sounds like he knows what he's talking about. #GOPDebates
12848,Negative,"Most of these cats act like they HATE women, blacks and Mexicans #GOPDebates"
12849,Negative,RT @MikeBrockett: I love how the candidates are talking all kinds of shit about each other #GOPDebates
12850,Negative,RT @abs_tellthetale: You're not a successful pimp if you have to depend on Social Security. #GOPDebates
12851,Negative,RT @SupermanHotMale: Lying sack of crap #GopDebates http://t.co/cYWUM8mQ6r
12852,Negative,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…
12853,Negative,RT @abs_tellthetale: You're not a successful pimp if you have to depend on Social Security. #GOPDebates
12854,Neutral,What's with Rubio's ears? #GOPDebates
12855,Negative,#Rubio is the junior at the Dad's man cave. He can't break out. #GOPDebates
12856,Negative,RT @bbowers1906: Trump's hand gestures are second to those of the season one Power Rangers #GOPDebates
12857,Negative,#Huckabee seriously can't go a debate or interview without mentioning pimps and/or prostitutes. #GOPDebates
12858,Negative,"This moderator is probably pure evil and pisses on puppies in the morning, but his faces to the camera are hysterical #GOPDebates"
12859,Neutral,I should have taken a speed reading course to keep up with my timeline tonight. #GOPDebates
12860,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12861,Negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
12862,Negative,"RT @marymauldin: Dig into everyone's financials if you are doing that to #Trump ! 
#GOPDebates"
